id,hd_image,ld_image,datasheet,footprint,manufacturer_part_number,quantity_available,unit_price,manufacturer,description,packaging,series,part_status,minimum_quantity,original,component_id,part_id,model,created_at,updated_at
, *, *, *, *,1.2nF,0,0,Samsung Electronics,CAP CER1.2nF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,164,,,
, *, *, *, *,150nF,0,0,Samsung Electronics,CAP CER150nF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,165,,,
, *, *, *, *,220pF,0,0,Samsung Electronics,CAP CER220pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,166,,,
, *, *, *, *,30pF,0,0,Samsung Electronics,CAP CER30pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,167,,,
, *, *, *, *,8.2nF,0,0,Samsung Electronics,CAP CER8.2nF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,168,,,
, *, *, *, *,390pF,0,0,Samsung Electronics,CAP CER390pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,169,,,
, *, *, *, *,560pf50VS0805,0,0,Samsung Electronics,CAP CER560pf50VS0805 V X7R 0805,Cut Tape (CT), - ,Active,50,,9,170,,,
, *, *, *, *,27nf50VS0805,0,0,Samsung Electronics,CAP CER27nf50VS0805 V X7R 0805,Cut Tape (CT), - ,Active,50,,9,171,,,
, *, *, *, *,180n50VS0805,0,0,Samsung Electronics,CAP CER180n50VS0805 V X7R 0805,Cut Tape (CT), - ,Active,50,,9,172,,,
, *, *, *, *,330nF,0,0,Samsung Electronics,CAP CER330nF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,173,,,
, *, *, *, *,5pF,0,0,Samsung Electronics,CAP CER5pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,174,,,
, *, *, *, *,0.47pF,0,0,Samsung Electronics,CAP CER0.47pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,175,,,
, *, *, *, *,820pF,0,0,Samsung Electronics,CAP CER820pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,176,,,
, *, *, *, *,390nF,0,0,Samsung Electronics,CAP CER390nF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,177,,,
, *, *, *, *,820nF,0,0,Samsung Electronics,CAP CER820nF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,178,,,
, *, *, *, *,1.8nF,0,0,Samsung Electronics,CAP CER1.8nF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,179,,,
, *, *, *, *,180pF,0,0,Samsung Electronics,CAP CER180pF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,180,,,
, *, *, *, *,68nF,0,0,Samsung Electronics,CAP CER68nF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,181,,,
, *, *, *, *,68nF,0,0,Samsung Electronics,CAP CER68nF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,182,,,
, *, *, *, *,470nF,0,0,Samsung Electronics,CAP CER470nF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,183,,,
, *, *, *, *,15p50VS0805,0,0,Samsung Electronics,CAP CER15p50VS0805 V X7R 0805,Cut Tape (CT), - ,Active,50,,9,184,,,
, *, *, *, *,470pF,0,0,Samsung Electronics,CAP CER470pF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,185,,,
, *, *, *, *,5.6nF,0,0,Samsung Electronics,CAP CER5.6nF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,186,,,
, *, *, *, *,200pF,0,0,Samsung Electronics,CAP CER200pF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,187,,,
, *, *, *, *,2.2nF,0,0,Samsung Electronics,CAP CER2.2nF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,188,,,
