Simple Reset/Power-On Reset,1,Complementary,Active High/Active Low,1 µs Maximum Propagation Delay,4.55V,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Simple Reset/Power-On Reset,1,Complementary,Active High/Active Low,270 ns Typical Propagation Delay,4.55V,0°C ~ 70°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Simple Reset/Power-On Reset,1,Push-Pull* Totem Pole,Active High/Active Low,1.1 ms Minimum,4.55V,-40°C ~ 85°C (TA),Surface Mount,"8-TSSOP (0.173""* 4.40mm Width)",8-TSSOP
Simple Reset/Power-On Reset,1,Push-Pull* Totem Pole,Active High/Active Low,1.1 ms Minimum,4.55V,-40°C ~ 125°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Simple Reset/Power-On Reset,1,Push-Pull* Totem Pole,Active High/Active Low,1.1 ms Minimum,2.93V,-40°C ~ 85°C (TA),Surface Mount,"8-TSSOP (0.173""* 4.40mm Width)",8-TSSOP
Multi-Voltage Supervisor,2,Push-Pull* Totem Pole,Active High/Active Low,140 ms Minimum,1.68V* 2.93V,-40°C ~ 85°C (TJ),Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width) Exposed Pad",8-MSOP-PowerPad
Multi-Voltage Supervisor,2,Push-Pull* Totem Pole,Active High/Active Low,140 ms Minimum,2.93V* 4.55V,-40°C ~ 85°C (TJ),Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width) Exposed Pad",8-MSOP-PowerPad
Multi-Voltage Supervisor,2,Open Drain or Open Collector,Active Low,70 ms Minimum,1.4V* 2.93V,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Multi-Voltage Supervisor,3,Open Drain or Open Collector,Active Low,200 ms Minimum,3.3V* 5V* 12V,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Simple Reset/Power-On Reset,1,Push-Pull* Totem Pole,Active Low,140 ms Minimum,2.93V,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active Low,Adjustable/Selectable,0.84V,-40°C ~ 125°C (TJ),Surface Mount,SOT-23-6,SOT-23-6
Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active Low,Adjustable/Selectable,0.84V,-40°C ~ 125°C (TJ),Surface Mount,SOT-23-6,SOT-23-6
Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active Low,Adjustable/Selectable,1.12V,-40°C ~ 125°C (TJ),Surface Mount,SOT-23-6,SOT-23-6
Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active Low,Adjustable/Selectable,1.12V,-40°C ~ 125°C (TJ),Surface Mount,SOT-23-6,SOT-23-6
