 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 33uF 20% 16V  B,Cut Tape (CT),TAJ,Active,10,232,120,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 22uF 20% 20V  B,Cut Tape (CT),TAJ,Active,10,232,121,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 68uF 20% 10V  B,Cut Tape (CT),TAJ,Active,10,232,122,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 100uF 20% 10V  C,Cut Tape (CT),TAJ,Active,10,232,123,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 1uF 20% 20V  A,Cut Tape (CT),TAJ,Active,10,232,124,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 22uF 20% 10V  A,Cut Tape (CT),TAJ,Active,10,232,125,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 22uF 20% 25V  C,Cut Tape (CT),TAJ,Active,10,232,126,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 470uF 20% 10V  D,Cut Tape (CT),TAJ,Active,10,232,127,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 220uF 20% 10V  E,Cut Tape (CT),TAJ,Active,10,232,128,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 2.2uF 20% 16V  A,Cut Tape (CT),TAJ,Active,10,232,129,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 33uF 20% 35V  D,Cut Tape (CT),TAJ,Active,10,232,130,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 470uF 20% 16V  E,Cut Tape (CT),TAJ,Active,10,232,131,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 10uF 20% 10V  B,Cut Tape (CT),TAJ,Active,10,232,132,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 10uF 20% 25V  C,Cut Tape (CT),TAJ,Active,10,232,133,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 10uF 20% 35V  C,Cut Tape (CT),TAJ,Active,10,232,134,
