Series,Fixed,3V,-,5mA,±0.4%,75ppm/°C,35µVp-p,40µVrms,3.2 V ~ 12.6 V,125µA,-,-40°C ~ 85°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Series,Fixed,2.048V,-,5mA,±0.4%,75ppm/°C,22µVp-p,25µVrms,2.5 V ~ 12.6 V,125µA,-,-40°C ~ 85°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Series,Fixed,2.5V,-,1mA,±1%,50ppm/°C,15µVp-p,500µVp-p,2.7 V ~ 12.6 V,130µA,-,-40°C ~ 85°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Series,Fixed,2.048V,-,10mA,±0.02%,3ppm/°C,1.3µVp-p,-,2.7 V ~ 12.6 V,725µA,-,-40°C ~ 125°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series,Fixed,5V,-,10mA,±0.02%,5ppm/°C,2.85µVp-p,-,5.2 V ~ 12.6 V,725µA,-,-40°C ~ 125°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series,Fixed,4.096V,-,1mA,±1%,50ppm/°C,25µVp-p,700µVp-p,4.3 V ~ 12.6 V,130µA,-,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series,Fixed,5V,-,30mA,±0.06%,3ppm/°C,9µVp-p,14.5µVrms,7 V ~ 40 V,700µA,-,-40°C ~ 125°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series,Fixed,5V,-,30mA,±0.06%,3ppm/°C,9µVp-p,14.5µVrms,7 V ~ 40 V,700µA,-,-40°C ~ 125°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series,Adjustable,1.23V,12.4V,1mA,±1%,100ppm/°C,15µVp-p,500µVp-p,2.7 V ~ 12.6 V,130µA,-,-40°C ~ 85°C (TA),Surface Mount,TO-253-4* TO-253AA,SOT-143-4
Series* Buried Zener,Fixed,2.5V,-,15mA,±0.04%,1.5ppm/°C,1.5µVp-p,1.3µVrms,8 V ~ 36 V,3mA,-,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series* Buried Zener,Fixed,5V,-,15mA,±0.02%,1.5ppm/°C,3µVp-p,2.5µVrms,8 V ~ 36 V,3.3mA,-,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series,Fixed,2.5V,-,10mA,±1%,40ppm/°C,-,-,4.5 V ~ 40 V,1.5mA,-,0°C ~ 70°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series,Fixed,2.5V,-,10mA,±1%,40ppm/°C,-,-,4.5 V ~ 40 V,1.5mA,-,0°C ~ 70°C (TA),Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
Series,Fixed,2.5V,-,2mA,±1%,50ppm/°C,90µVp-p,500µVrms,2.7 V ~ 5.5 V,120µA,-,-40°C ~ 85°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Series,Fixed,4.096V,-,2mA,±1%,50ppm/°C,145µVp-p,700µVrms,4.3 V ~ 5.5 V,120µA,-,-40°C ~ 85°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Series,Fixed,10V,-,21mA,±0.5%,25ppm/°C,20µVp-p,-,13 V ~ 33 V,1.4mA,-,0°C ~ 70°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series,Fixed,5V,-,10mA,±1%,65ppm/°C,15µVp-p,-,7 V ~ 40 V,1.6mA,-,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series,Fixed,2.5V,-,10mA,±0.6%,50ppm/°C,6µVp-p,-,4.5 V ~ 33 V,1.4mA,-,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series,Fixed,10V,-,10mA,±0.05%,5ppm/°C,5µVp-p,-,11.4 V ~ 36 V,1.4mA,-,-25°C ~ 85°C (TA),Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
Series,Fixed,2.5V,-,30mA,±0.08%,5ppm/°C,25µVp-p,-,3 V ~ 15 V,45µA,-,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series,Fixed,4.5V,-,30mA,±0.04%,5ppm/°C,45µVp-p,-,4.75 V ~ 15 V,45µA,-,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series,Fixed,5V,-,30mA,±0.04%,5ppm/°C,50µVp-p,-,5.1 V ~ 15 V,45µA,-,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series,Fixed,3.3V,-,30mA,±0.3%,25ppm/°C,33µVp-p,-,3.5 V ~ 15 V,45µA,-,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series,Fixed,1.25V,-,25mA,±0.2%,75ppm/°C,14µVp-p,42µVrms,1.8 V ~ 5.5 V,50µA,-,-40°C ~ 125°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Series,Fixed,2.048V,-,25mA,±0.2%,75ppm/°C,23µVp-p,65µVrms,2.098 V ~ 5.5 V,50µA,-,-40°C ~ 125°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Series,Fixed,2.5V,-,25mA,±0.2%,75ppm/°C,28µVp-p,80µVrms,2.55 V ~ 5.5 V,50µA,-,-40°C ~ 125°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Series,Fixed,3V,-,25mA,±0.2%,75ppm/°C,33µVp-p,94µVrms,3.05 V ~ 5.5 V,50µA,-,-40°C ~ 125°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Series,Fixed,3.3V,-,25mA,±0.2%,75ppm/°C,36µVp-p,105µVrms,3.35 V ~ 5.5 V,50µA,-,-40°C ~ 125°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Series,Fixed,4.096V,-,25mA,±0.2%,75ppm/°C,45µVp-p,128µVrms,4.146 V ~ 5.5 V,50µA,-,-40°C ~ 125°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Series,Fixed,4.096V,-,10mA,±0.2%,20ppm/°C,53µVp-p,78µVrms,4.146 V ~ 5.5 V,135µA,-,-40°C ~ 125°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Series,Fixed,3.3V,-,10mA,±0.2%,20ppm/°C,43µVp-p,63µVrms,3.35 V ~ 5.5 V,135µA,-,-40°C ~ 125°C (TA),Surface Mount,SOT-23-6,SOT-23-6
Series,Fixed,1.25V,-,30mA,±0.15%,30ppm/°C,35µVp-p,-,1.8 V ~ 5.5 V,8.5µA,-,-40°C ~ 125°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Series,Fixed,2.5V,-,5mA,±0.15%,30ppm/°C,70µVp-p,-,2.7 V ~ 5.5 V,8.5µA,-,-40°C ~ 125°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Series,Fixed,2.5V,-,5mA,±0.15%,30ppm/°C,70µVp-p,-,2.7 V ~ 5.5 V,8.5µA,-,-40°C ~ 125°C (TA),Surface Mount,SC-70* SOT-323,SC-70-3
Series,Fixed,3V,-,5mA,±0.15%,30ppm/°C,84µVp-p,-,3.2 V ~ 5.5 V,8.5µA,-,-40°C ~ 125°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Series,Fixed,2.5V,-,20mA,±0.1%,25ppm/°C,-,10µVrms,4.5 V ~ 40 V,450µA,-,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
